timestamp,package_id,product_id,location_lat,location_long,temperature_C,status,tamper_detected
2025-05-10 11:29:50.213696,PKG9623,PROD449,11.682902,120.580639,4.1,Out for Delivery,False
2025-05-10 03:56:50.213929,PKG1896,PROD210,10.913889,123.297883,6.3,Out for Delivery,False
2025-05-10 21:29:50.214160,PKG7987,PROD393,11.104902,122.322889,4.1,In Transit,True
2025-05-10 04:47:50.214401,PKG2909,PROD997,10.166734,123.360021,3.7,Delivered,False
2025-05-10 18:18:50.214632,PKG7148,PROD187,10.106044,121.228877,5.6,Delayed,False
2025-05-10 01:25:50.215024,PKG1357,PROD305,10.397817,124.063787,5.2,Delayed,False
2025-05-10 13:35:50.215274,PKG4723,PROD713,13.845819,123.308717,5.4,In Transit,False
2025-05-10 00:16:50.215660,PKG5605,PROD938,13.714747,122.854217,4.5,In Transit,False
2025-05-10 16:27:50.216007,PKG4031,PROD287,11.091421,120.820498,2.8,Delayed,False
2025-05-10 11:30:50.216353,PKG1335,PROD986,12.192106,124.861999,2.0,Delivered,False
2025-05-10 20:00:50.216795,PKG7037,PROD784,10.392747,120.844822,7.4,Delivered,False
2025-05-10 13:18:50.217128,PKG2169,PROD254,12.050525,124.797383,2.2,In Transit,False
2025-05-10 18:04:50.217405,PKG9551,PROD605,11.144524,122.129036,7.4,In Transit,False
2025-05-10 12:35:50.217737,PKG6059,PROD339,12.441881,123.324055,3.9,Out for Delivery,False
2025-05-10 01:59:50.218121,PKG4645,PROD646,10.290974,121.046591,5.6,Delayed,False
2025-05-10 04:18:50.218498,PKG8836,PROD757,13.706299,123.403974,6.7,Out for Delivery,False
2025-05-10 01:16:50.218859,PKG7919,PROD748,10.510631,121.73418,7.2,Out for Delivery,False
2025-05-09 22:49:50.219180,PKG2343,PROD409,13.207952,124.707413,2.9,Delayed,True
2025-05-10 17:50:50.219509,PKG1620,PROD598,12.368347,120.987603,2.6,Delayed,False
2025-05-10 03:42:50.219971,PKG5283,PROD317,11.434665,123.829206,3.4,Delayed,False
2025-05-10 13:04:50.220358,PKG5730,PROD132,11.534958,122.514503,3.6,In Transit,False
2025-05-10 02:20:50.220712,PKG4043,PROD848,11.067595,122.79643,7.3,In Transit,False
2025-05-10 12:57:50.220920,PKG7198,PROD684,10.924492,123.460423,4.0,Out for Delivery,False
2025-05-10 06:52:50.221160,PKG3007,PROD149,13.173711,123.890909,6.4,Out for Delivery,False
2025-05-10 14:19:50.221386,PKG4971,PROD229,12.203155,123.36966,7.1,Delayed,False
2025-05-10 16:18:50.221598,PKG1890,PROD486,13.371984,122.800693,5.1,Delayed,False
2025-05-10 16:30:50.221866,PKG3032,PROD153,10.690209,120.225512,2.5,Out for Delivery,False
2025-05-10 21:42:50.222366,PKG4440,PROD802,13.742127,124.87066,7.6,Delivered,False
2025-05-10 01:31:50.222817,PKG3358,PROD176,10.058684,122.489971,2.5,Delivered,False
2025-05-10 07:00:50.223126,PKG8305,PROD278,12.828134,120.788942,7.6,In Transit,False
2025-05-10 02:13:50.223506,PKG6627,PROD720,12.40024,124.086496,4.9,Out for Delivery,False
2025-05-09 22:51:50.223936,PKG9046,PROD842,13.186364,122.0778,3.2,Delivered,False
2025-05-10 08:19:50.224360,PKG1095,PROD730,13.515864,124.493005,4.5,Delayed,False
2025-05-10 11:32:50.224719,PKG5394,PROD404,11.88389,124.798339,4.4,Out for Delivery,False
2025-05-10 01:04:50.224917,PKG5562,PROD357,11.714867,123.535757,3.3,In Transit,False
2025-05-10 18:46:50.225092,PKG6349,PROD116,10.467418,122.48863,8.0,Delayed,False
2025-05-10 13:39:50.225250,PKG3131,PROD273,13.651125,124.798227,4.0,Delivered,False
2025-05-10 00:31:50.225547,PKG1161,PROD835,13.331534,124.557058,2.3,Delivered,False
2025-05-10 02:51:50.225751,PKG8639,PROD688,10.732594,124.652809,3.2,Delayed,False
2025-05-10 21:41:50.226000,PKG8448,PROD983,10.293691,121.889129,3.3,Delivered,False
2025-05-10 08:46:50.226250,PKG8091,PROD588,12.957117,120.787582,5.3,Delivered,False
2025-05-10 07:43:50.226679,PKG4157,PROD600,13.965055,124.762507,3.2,Delivered,False
2025-05-10 06:39:50.227017,PKG9794,PROD955,11.967659,123.535022,3.0,Out for Delivery,False
2025-05-10 17:27:50.227232,PKG8290,PROD398,12.848437,124.068751,2.4,Out for Delivery,False
2025-05-10 12:52:50.227341,PKG8529,PROD181,12.544872,120.192905,6.5,In Transit,False
2025-05-10 08:50:50.227449,PKG8688,PROD892,12.934454,122.004982,7.4,Delayed,False
2025-05-10 10:44:50.227612,PKG4889,PROD456,12.162631,121.096633,5.5,In Transit,False
2025-05-10 20:04:50.227814,PKG1559,PROD333,11.31223,123.688537,4.6,Out for Delivery,False
2025-05-10 01:06:50.228032,PKG2562,PROD975,10.952514,122.83922,5.9,In Transit,False
2025-05-10 01:34:50.228240,PKG3577,PROD296,10.545182,120.613932,7.3,Delayed,False
2025-05-10 13:15:50.228469,PKG5413,PROD187,13.000247,123.38361,4.1,Delivered,False
2025-05-10 21:26:50.228650,PKG7314,PROD263,11.962829,123.618141,2.2,Delivered,False
2025-05-10 13:36:50.228836,PKG5286,PROD807,11.676725,120.953657,4.3,Delayed,False
2025-05-10 00:36:50.229007,PKG5136,PROD552,12.998122,124.254695,7.0,In Transit,False
2025-05-10 02:48:50.229179,PKG3884,PROD429,11.991027,121.398603,4.6,Out for Delivery,False
2025-05-10 05:35:50.229358,PKG3712,PROD892,10.93032,124.82028,6.9,Out for Delivery,False
2025-05-10 20:51:50.229525,PKG9327,PROD439,13.824346,122.184303,4.3,Delivered,False
2025-05-10 10:12:50.229885,PKG3886,PROD169,12.768812,122.868733,7.6,In Transit,False
2025-05-10 12:02:50.230181,PKG2884,PROD605,11.345566,122.463296,3.3,Delivered,False
2025-05-10 04:32:50.230418,PKG3467,PROD375,11.626521,121.340564,4.8,Delivered,False
2025-05-10 14:49:50.230638,PKG9541,PROD375,10.546762,124.385936,7.6,Delayed,False
2025-05-10 10:08:50.230844,PKG9872,PROD251,11.614542,120.075951,6.1,Delayed,False
2025-05-10 06:33:50.231053,PKG9384,PROD713,11.061639,120.415885,3.0,Out for Delivery,False
2025-05-10 14:43:50.231275,PKG8104,PROD492,13.899532,120.538094,5.3,Delayed,False
2025-05-10 07:01:50.231470,PKG8807,PROD561,11.003354,123.638602,4.1,Out for Delivery,False
2025-05-10 17:53:50.231602,PKG8188,PROD974,12.287391,122.874215,7.2,In Transit,False
2025-05-10 12:57:50.231731,PKG8692,PROD860,13.96548,123.134412,4.5,In Transit,True
2025-05-10 04:00:50.231940,PKG4115,PROD488,10.00739,122.915858,4.6,Delayed,False
2025-05-10 05:50:50.232125,PKG2704,PROD859,10.147042,123.167272,7.5,Out for Delivery,False
2025-05-10 08:28:50.232306,PKG8032,PROD471,11.660835,124.10742,4.5,Delivered,False
2025-05-10 02:11:50.232506,PKG7596,PROD537,13.84066,121.908565,2.5,Delayed,False
2025-05-10 02:57:50.232694,PKG4004,PROD753,13.333311,124.855567,4.4,In Transit,False
2025-05-10 06:34:50.232842,PKG2824,PROD162,11.222716,121.071173,2.4,Delivered,False
2025-05-10 22:03:50.232972,PKG7285,PROD556,10.321338,124.992104,4.2,Delivered,False
2025-05-10 21:08:50.233100,PKG2016,PROD214,12.0097,122.930618,3.9,Delivered,False
2025-05-10 20:10:50.233227,PKG7395,PROD908,11.181161,121.07004,3.6,Out for Delivery,False
2025-05-10 06:43:50.233449,PKG6836,PROD142,13.117888,123.336851,4.0,Delayed,False
2025-05-10 06:08:50.233602,PKG1382,PROD147,13.154118,124.408148,3.7,Out for Delivery,False
2025-05-10 12:07:50.233707,PKG4219,PROD405,12.296876,122.911847,6.3,Delivered,False
